id_parents,id_etudiant,pere_vivant,nom_pere,prenom_pere,email_pere,niveau_instruction_pere,niveau_socioprofessionnel_pere,revenu_mensuel_pere_fcfa,mere_vivante,nom_mere,prenom_mere,email_mere,niveau_instruction_mere,niveau_socioprofessionnel_mere,revenu_mensuel_mere_fcfa,nb_enfants_famille,revenu_total_famille_fcfa,rang_dans_fratrie,famille_monoparentale,soutien_financier_famille
564,564,1,Wamba,Etienne,et.wamb.p564@gmail.com,BEPC/FSLC,Fonctionnaire,93579,1,Wamba,Rose,ro.wamb.m564@gmail.com,BEPC/FSLC,Fonctionnaire,137587,6,231166,5,1,Partiel
565,565,1,Richard,Félix,fé.rich.p565@gmail.com,Baccalauréat,Fonctionnaire,101437,1,Richard,Adèle,,BEPC/FSLC,Agriculteur/Éleveur,63929,4,165366,1,1,Partiel
566,566,1,Dupont,Albert,al.dupo.p566@gmail.com,Primaire,Ouvrier/Artisan,64999,1,Dupont,Cécile,,BTS/DUT,Fonctionnaire,188930,6,253929,3,0,Total
567,567,1,Nguema,Gérard,,Doctorat,Cadre moyen,318028,1,Issa,Cécile,cé.issa.m567@gmail.com,BEPC/FSLC,Fonctionnaire,156773,3,474801,5,0,Total
568,568,1,Mvondo,Marcel,ma.mvon.p568@gmail.com,BEPC/FSLC,Cadre moyen,190332,1,Mvondo,Angèle,an.mvon.m568@gmail.com,BEPC/FSLC,Employé secteur informel,46270,3,236602,5,0,Partiel
569,569,1,Zobel,Alphonse,al.zobe.p569@gmail.com,Primaire,Cadre moyen,273505,1,Robert,Adèle,ad.robe.m569@gmail.com,BEPC/FSLC,Cadre supérieur,597178,5,870683,5,1,Total
570,570,0,Wamba,Armand,ar.wamb.p570@gmail.com,Master/Grande école,Cadre moyen,336554,1,Robert,Marguerite,ma.robe.m570@gmail.com,Licence,Cadre supérieur,890740,5,1227294,1,0,Total
571,571,1,Camara,Théodore,th.cama.p571@gmail.com,Baccalauréat,Ouvrier/Artisan,103380,1,Camara,Odette,od.cama.m571@gmail.com,BEPC/FSLC,Ouvrier/Artisan,83783,3,187163,3,0,Partiel
572,572,0,Vidal,Pierre,pi.vida.p572@gmail.com,Primaire,Chef d'entreprise,1237872,1,Vidal,Marie,ma.vida.m572@gmail.com,BEPC/FSLC,Fonctionnaire,140789,3,1378661,3,1,Partiel
573,573,1,Bouchard,Félix,fé.bouc.p573@gmail.com,Licence,Ouvrier/Artisan,77976,1,Dupont,Jeanne,je.dupo.m573@gmail.com,Master/Grande école,Ouvrier/Artisan,86920,9,164896,5,0,Total
574,574,1,Bernard,Jean,je.bern.p574@gmail.com,Doctorat,Cadre moyen,310899,1,Biyong,Colette,co.biyo.m574@gmail.com,Aucun,Employé secteur informel,87424,9,398323,2,0,Partiel
575,575,1,Garcia,Charles,ch.garc.p575@gmail.com,Aucun,Fonctionnaire,196798,1,Garcia,Christine,ch.garc.m575@gmail.com,BEPC/FSLC,Fonctionnaire,213381,6,410179,2,0,Aucun
576,576,1,Yanga,Marcel,ma.yang.p576@gmail.com,Licence,Employé secteur informel,49738,1,Bouchard,Thérèse,th.bouc.m576@gmail.com,Doctorat,Cadre supérieur,415507,2,465245,1,1,Total
577,577,1,Martin,Etienne,et.mart.p577@gmail.com,Doctorat,Cadre moyen,322762,1,Martin,Adèle,ad.mart.m577@gmail.com,Doctorat,Ouvrier/Artisan,87859,4,410621,2,0,Total
578,578,1,Feudjio,Clément,cl.feud.p578@gmail.com,Primaire,Cadre moyen,341973,1,Bouchard,Yvette,yv.bouc.m578@gmail.com,Master/Grande école,Cadre moyen,277612,5,619585,5,0,Aucun
579,579,1,Gomis,Henri,he.gomi.p579@gmail.com,Licence,Employé secteur informel,76259,1,Gomis,Marguerite,,Baccalauréat,Fonctionnaire,142214,6,218473,5,1,Total
580,580,1,Bello,Hervé,he.bell.p580@gmail.com,BTS/DUT,Cadre moyen,197591,1,Bello,Victoire,vi.bell.m580@gmail.com,Doctorat,Cadre moyen,276933,3,474524,4,0,Total
581,581,0,Robert,Gérard,gé.robe.p581@gmail.com,Licence,Cadre moyen,277998,1,Tchamba,Christine,ch.tcha.m581@gmail.com,Baccalauréat,Fonctionnaire,107897,4,385895,3,0,Total
582,582,1,Richard,Etienne,et.rich.p582@gmail.com,BEPC/FSLC,Fonctionnaire,126302,1,Richard,Hélène,hé.rich.m582@gmail.com,BEPC/FSLC,Agriculteur/Éleveur,28023,4,154325,4,0,Partiel
583,583,1,Wamba,Marcel,ma.wamb.p583@gmail.com,BEPC/FSLC,Chef d'entreprise,1015981,1,Tchio,Rosalie,ro.tchi.m583@gmail.com,BTS/DUT,Cadre moyen,297604,7,1313585,3,0,Total
584,584,1,Jourdain,Etienne,et.jour.p584@gmail.com,Master/Grande école,Fonctionnaire,133590,1,Dupont,Marie,ma.dupo.m584@gmail.com,BTS/DUT,Cadre supérieur,798327,4,931917,5,0,Partiel
585,585,1,Nkeng,Laurent,la.nken.p585@gmail.com,Baccalauréat,Fonctionnaire,130257,1,Toure,Martine,ma.tour.m585@gmail.com,BEPC/FSLC,Employé secteur informel,95277,6,225534,5,1,Total
586,586,1,Simon,André,an.simo.p586@gmail.com,Master/Grande école,Agriculteur/Éleveur,30626,1,Umba,Hélène,hé.umba.m586@gmail.com,BEPC/FSLC,Ouvrier/Artisan,90221,6,120847,1,0,Aucun
587,587,1,Wamba,Marcel,ma.wamb.p587@gmail.com,BTS/DUT,Employé secteur informel,41170,1,Donfack,Angèle,,Baccalauréat,Employé secteur informel,81557,1,122727,2,0,Partiel
588,588,1,Abomo,Clément,,BEPC/FSLC,Fonctionnaire,140986,1,Manga,Madeleine,ma.mang.m588@gmail.com,Baccalauréat,Employé secteur informel,72654,7,213640,1,0,Total
589,589,1,Moreau,Victor,,Aucun,Cadre supérieur,489283,1,Tchio,Adèle,ad.tchi.m589@gmail.com,BTS/DUT,Employé secteur informel,41697,4,530980,4,0,Partiel
590,590,1,Donfack,Emmanuel,em.donf.p590@gmail.com,Baccalauréat,Fonctionnaire,215978,1,Donfack,Brigitte,br.donf.m590@gmail.com,Baccalauréat,Sans emploi,19072,3,235050,1,0,Aucun
591,591,1,Vidal,Marcel,ma.vida.p591@gmail.com,Aucun,Agriculteur/Éleveur,74659,1,Vidal,Victoire,vi.vida.m591@gmail.com,Primaire,Agriculteur/Éleveur,64708,3,139367,1,0,Partiel
592,592,1,Umba,Etienne,et.umba.p592@gmail.com,Primaire,Ouvrier/Artisan,97002,1,Umba,Madeleine,ma.umba.m592@gmail.com,Baccalauréat,Employé secteur informel,80117,4,177119,1,0,Partiel
593,593,1,Zobel,Clément,cl.zobe.p593@gmail.com,BTS/DUT,Agriculteur/Éleveur,67724,1,Lobe,Hélène,hé.lobe.m593@gmail.com,BEPC/FSLC,Fonctionnaire,171520,4,239244,3,0,Partiel
594,594,1,Ndzana,Gérard,gé.ndza.p594@gmail.com,Master/Grande école,Sans emploi,34747,1,Nkeng,Odette,od.nken.m594@gmail.com,Baccalauréat,Chef d'entreprise,702199,4,736946,2,0,Total
595,595,1,Martin,Roger,ro.mart.p595@gmail.com,Baccalauréat,Cadre moyen,211511,1,Martin,Brigitte,br.mart.m595@gmail.com,BTS/DUT,Fonctionnaire,214862,4,426373,5,0,Total
596,596,1,Dubois,Alphonse,al.dubo.p596@gmail.com,Master/Grande école,Fonctionnaire,163415,1,Vidal,Marie,ma.vida.m596@gmail.com,Baccalauréat,Employé secteur informel,78858,5,242273,5,0,Partiel
597,597,1,Tchamba,Henri,he.tcha.p597@gmail.com,Licence,Agriculteur/Éleveur,63638,1,Tchamba,Yvette,yv.tcha.m597@gmail.com,Baccalauréat,Fonctionnaire,105043,6,168681,3,0,Total
598,598,1,Bouchard,Patrice,pa.bouc.p598@gmail.com,Licence,Cadre supérieur,428355,1,Mvondo,Hélène,hé.mvon.m598@gmail.com,Master/Grande école,Cadre supérieur,677100,3,1105455,3,0,Total
599,599,1,Feudjio,Victor,vi.feud.p599@gmail.com,Licence,Fonctionnaire,138645,1,Feudjio,Thérèse,,BEPC/FSLC,Agriculteur/Éleveur,77422,4,216067,1,0,Total
600,600,1,Okafor,Laurent,la.okaf.p600@gmail.com,Aucun,Fonctionnaire,173749,1,Okafor,Angèle,an.okaf.m600@gmail.com,Licence,Ouvrier/Artisan,93494,4,267243,4,0,Partiel
601,601,1,Leroy,Roger,ro.lero.p601@gmail.com,Baccalauréat,Cadre supérieur,812320,1,Ebene,Odette,od.eben.m601@gmail.com,Baccalauréat,Ouvrier/Artisan,107070,3,919390,1,1,Total
602,602,1,Bello,Albert,,BEPC/FSLC,Ouvrier/Artisan,75857,1,Bello,Rosalie,ro.bell.m602@gmail.com,Baccalauréat,Fonctionnaire,96836,6,172693,2,0,Partiel
603,603,1,Tchamba,Alphonse,al.tcha.p603@gmail.com,Primaire,Employé secteur informel,68810,1,Tchamba,Marie,ma.tcha.m603@gmail.com,BEPC/FSLC,Cadre supérieur,642243,5,711053,3,0,Total
604,604,1,Medjo,Henri,he.medj.p604@gmail.com,BTS/DUT,Ouvrier/Artisan,73807,1,Gomis,Yvette,yv.gomi.m604@gmail.com,BTS/DUT,Agriculteur/Éleveur,39441,5,113248,4,0,Partiel
605,605,1,Mbouck,Henri,he.mbou.p605@gmail.com,BTS/DUT,Agriculteur/Éleveur,26916,0,Wamba,Rosalie,ro.wamb.m605@gmail.com,Licence,Cadre supérieur,533162,9,560078,2,0,Total
606,606,1,Dupont,Félix,fé.dupo.p606@gmail.com,Licence,Cadre moyen,244635,1,Tchio,Yvette,yv.tchi.m606@gmail.com,Baccalauréat,Sans emploi,9501,3,254136,3,0,Total
607,607,1,Ebene,Etienne,,Master/Grande école,Fonctionnaire,200597,1,Ebene,Blandine,bl.eben.m607@gmail.com,Licence,Employé secteur informel,54377,1,254974,2,0,Partiel
608,608,1,Tchamba,Roger,ro.tcha.p608@gmail.com,BTS/DUT,Agriculteur/Éleveur,35979,1,Tchamba,Suzanne,su.tcha.m608@gmail.com,Primaire,Cadre moyen,291356,6,327335,1,0,Partiel
609,609,1,Thomas,Patrice,,BEPC/FSLC,Cadre moyen,371188,1,Thomas,Christine,ch.thom.m609@gmail.com,Baccalauréat,Employé secteur informel,97124,3,468312,1,1,Total
610,610,1,Nguema,Pierre,pi.ngue.p610@gmail.com,BTS/DUT,Cadre moyen,338066,1,Nguema,Martine,ma.ngue.m610@gmail.com,Licence,Agriculteur/Éleveur,74636,4,412702,1,1,Total
611,611,1,Tchio,Gérard,,Aucun,Ouvrier/Artisan,100745,0,Dupont,Madeleine,ma.dupo.m611@gmail.com,BEPC/FSLC,Employé secteur informel,52532,3,153277,2,1,Partiel
612,612,0,Manga,Charles,ch.mang.p612@gmail.com,BEPC/FSLC,Ouvrier/Artisan,90977,1,Manga,Yvette,yv.mang.m612@gmail.com,BTS/DUT,Fonctionnaire,155926,3,246903,2,0,Aucun
613,613,1,Jourdain,André,an.jour.p613@gmail.com,Master/Grande école,Employé secteur informel,59250,1,Jourdain,Rose,ro.jour.m613@gmail.com,Aucun,Employé secteur informel,60750,5,120000,5,0,Partiel
614,614,1,Abomo,Patrice,pa.abom.p614@gmail.com,Primaire,Employé secteur informel,84485,1,Issa,Rosalie,ro.issa.m614@gmail.com,Primaire,Employé secteur informel,92941,4,177426,1,0,Partiel
615,615,1,Jourdain,Armand,ar.jour.p615@gmail.com,Primaire,Fonctionnaire,187642,1,Jourdain,Marguerite,ma.jour.m615@gmail.com,Doctorat,Cadre supérieur,845383,4,1033025,1,0,Total
616,616,1,Martin,Félix,fé.mart.p616@gmail.com,Baccalauréat,Employé secteur informel,41780,1,Essama,Rosalie,ro.essa.m616@gmail.com,Primaire,Cadre moyen,221054,7,262834,1,0,Total
617,617,0,Diallo,Patrice,pa.dial.p617@gmail.com,Licence,Employé secteur informel,38264,1,Manga,Hélène,hé.mang.m617@gmail.com,BEPC/FSLC,Employé secteur informel,53386,8,91650,2,0,Total
618,618,1,Essama,Marcel,ma.essa.p618@gmail.com,Master/Grande école,Cadre moyen,273090,0,Simon,Hélène,hé.simo.m618@gmail.com,Primaire,Cadre moyen,235416,5,508506,2,0,Total
619,619,1,Essama,Marcel,ma.essa.p619@gmail.com,Baccalauréat,Chef d'entreprise,820459,1,Essama,Rosalie,ro.essa.m619@gmail.com,BTS/DUT,Chef d'entreprise,1392913,5,2213372,3,0,Partiel
620,620,1,Yanga,Emmanuel,em.yang.p620@gmail.com,BEPC/FSLC,Fonctionnaire,179327,1,Ebene,Odette,od.eben.m620@gmail.com,BTS/DUT,Employé secteur informel,90487,4,269814,3,0,Total
621,621,1,Dupont,Marcel,ma.dupo.p621@gmail.com,BEPC/FSLC,Cadre supérieur,620313,1,Essama,Blandine,bl.essa.m621@gmail.com,BTS/DUT,Employé secteur informel,97756,3,718069,1,1,Total
622,622,1,Haidara,Armand,,Licence,Cadre supérieur,565640,1,Haidara,Odette,od.haid.m622@gmail.com,Master/Grande école,Cadre moyen,324463,7,890103,1,0,Total
623,623,1,Issa,Charles,ch.issa.p623@gmail.com,Licence,Chef d'entreprise,1477267,1,Issa,Cécile,cé.issa.m623@gmail.com,Master/Grande école,Cadre supérieur,879077,9,2356344,3,0,Total
624,624,1,Mbouck,Emmanuel,em.mbou.p624@gmail.com,BEPC/FSLC,Ouvrier/Artisan,79817,1,Mbouck,Thérèse,th.mbou.m624@gmail.com,Licence,Employé secteur informel,89803,4,169620,3,1,Partiel
625,625,1,Thomas,Théodore,th.thom.p625@gmail.com,BEPC/FSLC,Employé secteur informel,79631,1,Thomas,Brigitte,br.thom.m625@gmail.com,Baccalauréat,Cadre moyen,370662,5,450293,1,0,Total
626,626,1,Okafor,Hervé,he.okaf.p626@gmail.com,BTS/DUT,Cadre moyen,221450,1,Simon,Rosalie,ro.simo.m626@gmail.com,BTS/DUT,Employé secteur informel,69645,4,291095,1,0,Total
627,627,1,Jourdain,Roger,ro.jour.p627@gmail.com,Primaire,Sans emploi,13897,1,Richard,Martine,,Primaire,Employé secteur informel,75903,6,89800,5,0,Total
628,628,1,Bouchard,Théodore,th.bouc.p628@gmail.com,Primaire,Employé secteur informel,52166,1,Mvondo,Thérèse,th.mvon.m628@gmail.com,BTS/DUT,Employé secteur informel,96455,8,148621,5,0,Partiel
629,629,1,Essama,Henri,he.essa.p629@gmail.com,BTS/DUT,Chef d'entreprise,273474,1,Haidara,Victoire,vi.haid.m629@gmail.com,BEPC/FSLC,Sans emploi,20207,6,293681,2,1,Aucun
630,630,1,Nyobe,Pierre,pi.nyob.p630@gmail.com,BEPC/FSLC,Fonctionnaire,119207,1,Mbouck,Hélène,hé.mbou.m630@gmail.com,Master/Grande école,Fonctionnaire,207199,4,326406,5,1,Partiel
631,631,1,Umba,Paul,pa.umba.p631@gmail.com,Primaire,Agriculteur/Éleveur,86479,1,Zobel,Victoire,,BTS/DUT,Cadre supérieur,394436,6,480915,4,0,Partiel
632,632,1,Gomis,Etienne,et.gomi.p632@gmail.com,Licence,Cadre moyen,232495,1,Bello,Martine,ma.bell.m632@gmail.com,BTS/DUT,Agriculteur/Éleveur,70373,7,302868,2,0,Total
633,633,1,Etoundi,Marcel,ma.etou.p633@gmail.com,BEPC/FSLC,Employé secteur informel,84892,1,Etoundi,Brigitte,br.etou.m633@gmail.com,BEPC/FSLC,Cadre moyen,389623,5,474515,1,0,Total
634,634,0,Thomas,Armand,ar.thom.p634@gmail.com,Doctorat,Employé secteur informel,44062,1,Nyobe,Odette,od.nyob.m634@gmail.com,BEPC/FSLC,Agriculteur/Éleveur,86882,3,130944,5,0,Partiel
635,635,1,Abomo,Alphonse,al.abom.p635@gmail.com,Licence,Agriculteur/Éleveur,59920,1,Abomo,Cécile,cé.abom.m635@gmail.com,BTS/DUT,Ouvrier/Artisan,97953,8,157873,3,0,Partiel
636,636,1,Lefebvre,Félix,fé.lefe.p636@gmail.com,BTS/DUT,Cadre moyen,215931,1,Gomis,Christine,ch.gomi.m636@gmail.com,Licence,Fonctionnaire,145462,3,361393,1,0,Partiel
637,637,1,Penda,Henri,he.pend.p637@gmail.com,Baccalauréat,Cadre supérieur,514793,1,Penda,Pauline,pa.pend.m637@gmail.com,Master/Grande école,Cadre supérieur,863318,4,1378111,2,0,Total
638,638,1,Atangana,Armand,ar.atan.p638@gmail.com,BEPC/FSLC,Fonctionnaire,146463,1,Manga,Marguerite,ma.mang.m638@gmail.com,BTS/DUT,Agriculteur/Éleveur,64697,7,211160,1,0,Total
639,639,0,Leroy,Clément,cl.lero.p639@gmail.com,Master/Grande école,Agriculteur/Éleveur,63271,1,Samba,Yvette,yv.samb.m639@gmail.com,Primaire,Employé secteur informel,63892,3,127163,1,0,Aucun
640,640,1,Gomis,Henri,he.gomi.p640@gmail.com,Master/Grande école,Chef d'entreprise,438337,1,Kamga,Marie,ma.kamg.m640@gmail.com,Licence,Cadre moyen,311709,5,750046,1,1,Total
641,641,1,Bouchard,André,an.bouc.p641@gmail.com,Master/Grande école,Cadre supérieur,538529,1,Mbouck,Hélène,hé.mbou.m641@gmail.com,Licence,Employé secteur informel,51859,3,590388,2,0,Partiel
642,642,1,Onana,Marcel,ma.onan.p642@gmail.com,Baccalauréat,Cadre supérieur,473074,1,Onana,Angèle,an.onan.m642@gmail.com,Aucun,Employé secteur informel,43099,2,516173,5,0,Total
643,643,1,Martin,Patrice,pa.mart.p643@gmail.com,Master/Grande école,Ouvrier/Artisan,93588,1,Martin,Yvette,yv.mart.m643@gmail.com,BTS/DUT,Cadre moyen,352957,6,446545,2,0,Aucun
644,644,1,Bernard,André,an.bern.p644@gmail.com,BTS/DUT,Fonctionnaire,170394,1,Rodrigues,Rose,ro.rodr.m644@gmail.com,Licence,Chef d'entreprise,851718,4,1022112,5,0,Aucun
645,645,1,Robert,Joseph,,BEPC/FSLC,Cadre moyen,384534,1,Okafor,Blandine,bl.okaf.m645@gmail.com,Licence,Cadre moyen,285269,6,669803,4,0,Total
646,646,1,Nguema,Victor,vi.ngue.p646@gmail.com,BEPC/FSLC,Employé secteur informel,83609,1,Petit,Rose,ro.peti.m646@gmail.com,Baccalauréat,Cadre moyen,316662,3,400271,4,0,Total
647,647,1,Nguema,Gérard,gé.ngue.p647@gmail.com,Master/Grande école,Fonctionnaire,101496,1,Jourdain,Jeanne,je.jour.m647@gmail.com,Aucun,Cadre moyen,318178,6,419674,2,0,Total
648,648,1,Vidal,Félix,fé.vida.p648@gmail.com,Master/Grande école,Employé secteur informel,52627,1,Rodrigues,Julienne,ju.rodr.m648@gmail.com,Baccalauréat,Ouvrier/Artisan,109280,4,161907,4,0,Total
649,649,0,Abomo,Henri,he.abom.p649@gmail.com,Master/Grande école,Chef d'entreprise,1519787,0,Manga,Odette,od.mang.m649@gmail.com,Licence,Cadre supérieur,743879,3,2263666,3,1,Partiel
650,650,1,Mbarga,Etienne,,Licence,Cadre moyen,280815,1,Bello,Madeleine,ma.bell.m650@gmail.com,BTS/DUT,Employé secteur informel,60097,4,340912,1,0,Partiel
651,651,1,Kamga,Patrice,pa.kamg.p651@gmail.com,Master/Grande école,Agriculteur/Éleveur,36000,1,Bouchard,Brigitte,br.bouc.m651@gmail.com,Primaire,Cadre supérieur,517723,7,553723,4,1,Total
652,652,1,Tchio,Albert,al.tchi.p652@gmail.com,Master/Grande école,Cadre supérieur,461610,1,Tchio,Angèle,an.tchi.m652@gmail.com,BTS/DUT,Cadre supérieur,748929,6,1210539,5,0,Total
653,653,1,Umba,Patrice,pa.umba.p653@gmail.com,Primaire,Sans emploi,12972,1,Bouchard,Christine,ch.bouc.m653@gmail.com,Baccalauréat,Ouvrier/Artisan,104959,4,117931,5,0,Total
654,654,1,Martin,Charles,ch.mart.p654@gmail.com,BEPC/FSLC,Cadre moyen,203547,0,Martin,Odette,od.mart.m654@gmail.com,Baccalauréat,Fonctionnaire,129533,4,333080,2,1,Total
655,655,1,Mbarga,Paul,pa.mbar.p655@gmail.com,BEPC/FSLC,Fonctionnaire,104704,1,Ndzana,Odette,,Master/Grande école,Ouvrier/Artisan,67753,7,172457,2,1,Partiel
656,656,1,Gomis,Hervé,,BTS/DUT,Ouvrier/Artisan,54392,1,Gomis,Rosalie,ro.gomi.m656@gmail.com,BEPC/FSLC,Agriculteur/Éleveur,89397,4,143789,5,0,Partiel
657,657,0,Toure,Alphonse,al.tour.p657@gmail.com,Primaire,Employé secteur informel,63840,1,Toure,Julienne,ju.tour.m657@gmail.com,BEPC/FSLC,Cadre supérieur,794568,4,858408,3,0,Partiel
658,658,1,Onana,Théodore,th.onan.p658@gmail.com,Primaire,Fonctionnaire,172936,1,Onana,Marie,ma.onan.m658@gmail.com,Baccalauréat,Fonctionnaire,116849,4,289785,5,0,Total
659,659,1,Biyong,André,,Aucun,Employé secteur informel,60329,1,Biyong,Marie,ma.biyo.m659@gmail.com,Baccalauréat,Fonctionnaire,115038,6,175367,3,1,Total
660,660,0,Dubois,Laurent,la.dubo.p660@gmail.com,Primaire,Ouvrier/Artisan,62423,1,Lefebvre,Cécile,cé.lefe.m660@gmail.com,Primaire,Employé secteur informel,52353,7,114776,5,0,Aucun
661,661,1,Atangana,Georges,ge.atan.p661@gmail.com,Master/Grande école,Sans emploi,32326,1,Atangana,Blandine,bl.atan.m661@gmail.com,Licence,Fonctionnaire,122528,1,154854,1,0,Total
662,662,1,Medjo,Victor,vi.medj.p662@gmail.com,Aucun,Employé secteur informel,71620,1,Medjo,Yvette,yv.medj.m662@gmail.com,Aucun,Fonctionnaire,206651,4,278271,4,0,Partiel
663,663,1,Haidara,Roger,ro.haid.p663@gmail.com,BEPC/FSLC,Fonctionnaire,170227,1,Haidara,Angèle,an.haid.m663@gmail.com,BTS/DUT,Employé secteur informel,76664,2,246891,2,1,Partiel
664,664,1,Wamba,Théodore,th.wamb.p664@gmail.com,Master/Grande école,Sans emploi,15429,1,Wamba,Yvette,yv.wamb.m664@gmail.com,Baccalauréat,Cadre moyen,245182,1,260611,2,0,Total
665,665,1,Garcia,Armand,ar.garc.p665@gmail.com,Master/Grande école,Ouvrier/Artisan,109247,1,Robert,Marie,ma.robe.m665@gmail.com,Master/Grande école,Sans emploi,29887,2,139134,5,0,Total
666,666,1,Garcia,Marcel,ma.garc.p666@gmail.com,BTS/DUT,Ouvrier/Artisan,58339,1,Haidara,Yvette,yv.haid.m666@gmail.com,BEPC/FSLC,Chef d'entreprise,411460,5,469799,4,1,Partiel
667,667,1,Bello,Victor,vi.bell.p667@gmail.com,Licence,Fonctionnaire,172838,1,Bello,Cécile,cé.bell.m667@gmail.com,Primaire,Ouvrier/Artisan,107111,1,279949,2,0,Partiel
668,668,1,Diallo,Jean,je.dial.p668@gmail.com,BEPC/FSLC,Cadre moyen,218105,0,Diallo,Yvette,yv.dial.m668@gmail.com,Baccalauréat,Agriculteur/Éleveur,43264,5,261369,5,0,Total
669,669,1,Ebene,Alphonse,,Primaire,Employé secteur informel,43628,1,Vidal,Jeanne,,Baccalauréat,Ouvrier/Artisan,94535,6,138163,1,0,Partiel
670,670,1,Petit,Georges,ge.peti.p670@gmail.com,Baccalauréat,Cadre moyen,213149,1,Petit,Marie,ma.peti.m670@gmail.com,BEPC/FSLC,Cadre moyen,380659,9,593808,4,0,Total
671,671,1,Martin,Joseph,jo.mart.p671@gmail.com,BEPC/FSLC,Ouvrier/Artisan,68014,1,Martin,Odette,od.mart.m671@gmail.com,BEPC/FSLC,Ouvrier/Artisan,96084,4,164098,2,0,Partiel
672,672,1,Jourdain,Joseph,jo.jour.p672@gmail.com,Baccalauréat,Sans emploi,22139,0,Jourdain,Colette,co.jour.m672@gmail.com,BEPC/FSLC,Ouvrier/Artisan,105731,4,127870,2,0,Total
673,673,1,Zobel,Félix,,Primaire,Fonctionnaire,165923,0,Haidara,Blandine,bl.haid.m673@gmail.com,BEPC/FSLC,Employé secteur informel,68089,8,234012,2,0,Partiel
674,674,1,Bello,André,an.bell.p674@gmail.com,Master/Grande école,Cadre moyen,177557,1,Mbarga,Adèle,,BEPC/FSLC,Cadre supérieur,638367,7,815924,2,0,Partiel
675,675,1,Zobel,Charles,ch.zobe.p675@gmail.com,Primaire,Employé secteur informel,37203,1,Gomis,Yvette,yv.gomi.m675@gmail.com,Primaire,Ouvrier/Artisan,103950,6,141153,4,0,Partiel
676,676,1,Bello,Clément,cl.bell.p676@gmail.com,Baccalauréat,Employé secteur informel,74064,1,Mvondo,Pauline,pa.mvon.m676@gmail.com,Licence,Employé secteur informel,51402,6,125466,5,0,Total
677,677,1,Bello,Laurent,la.bell.p677@gmail.com,BEPC/FSLC,Employé secteur informel,42297,1,Okafor,Pauline,pa.okaf.m677@gmail.com,BEPC/FSLC,Cadre moyen,264350,7,306647,3,0,Partiel
678,678,1,Manga,Théodore,th.mang.p678@gmail.com,BEPC/FSLC,Ouvrier/Artisan,101617,1,Kamga,Marguerite,ma.kamg.m678@gmail.com,BTS/DUT,Ouvrier/Artisan,54633,6,156250,3,0,Aucun
679,679,1,Garcia,Jean,,BTS/DUT,Sans emploi,33006,1,Dubois,Martine,ma.dubo.m679@gmail.com,Baccalauréat,Employé secteur informel,38236,4,71242,3,0,Total
680,680,1,Leroy,Charles,ch.lero.p680@gmail.com,BEPC/FSLC,Ouvrier/Artisan,61388,1,Leroy,Martine,ma.lero.m680@gmail.com,BEPC/FSLC,Employé secteur informel,92571,6,153959,3,1,Total
681,681,1,Issa,Roger,ro.issa.p681@gmail.com,BEPC/FSLC,Ouvrier/Artisan,64223,1,Mbouck,Suzanne,su.mbou.m681@gmail.com,Baccalauréat,Sans emploi,28502,6,92725,1,0,Partiel
682,682,1,Moreau,Armand,ar.more.p682@gmail.com,Master/Grande école,Cadre supérieur,581282,0,Moreau,Rosalie,ro.more.m682@gmail.com,Primaire,Cadre supérieur,593360,9,1174642,5,1,Total
683,683,1,Ebene,André,an.eben.p683@gmail.com,Licence,Chef d'entreprise,1322405,1,Ebene,Suzanne,su.eben.m683@gmail.com,Baccalauréat,Cadre moyen,399790,3,1722195,3,1,Total
684,684,1,Abomo,Jean,,BEPC/FSLC,Sans emploi,14403,1,Abomo,Victoire,vi.abom.m684@gmail.com,BEPC/FSLC,Employé secteur informel,94254,4,108657,2,1,Aucun
685,685,1,Dubois,Hervé,he.dubo.p685@gmail.com,BTS/DUT,Cadre moyen,257788,1,Dubois,Jeanne,je.dubo.m685@gmail.com,BTS/DUT,Employé secteur informel,68941,7,326729,3,0,Total
686,686,1,Umba,Alphonse,al.umba.p686@gmail.com,Baccalauréat,Fonctionnaire,168951,0,Umba,Blandine,bl.umba.m686@gmail.com,Aucun,Agriculteur/Éleveur,30686,4,199637,1,1,Total
687,687,1,Haidara,Joseph,jo.haid.p687@gmail.com,Licence,Sans emploi,25561,1,Haidara,Angèle,,BEPC/FSLC,Agriculteur/Éleveur,34316,2,59877,4,0,Partiel
688,688,1,Umba,Henri,he.umba.p688@gmail.com,BTS/DUT,Ouvrier/Artisan,66567,1,Thomas,Odette,od.thom.m688@gmail.com,Licence,Ouvrier/Artisan,52820,3,119387,5,0,Total
689,689,1,Lefebvre,Théodore,th.lefe.p689@gmail.com,Licence,Employé secteur informel,71254,1,Issa,Jeanne,je.issa.m689@gmail.com,BEPC/FSLC,Employé secteur informel,93751,7,165005,4,0,Total
690,690,1,Kamga,Victor,vi.kamg.p690@gmail.com,BTS/DUT,Ouvrier/Artisan,71982,1,Kamga,Jeanne,je.kamg.m690@gmail.com,BEPC/FSLC,Sans emploi,28949,8,100931,3,0,Total
691,691,1,Michel,Hervé,he.mich.p691@gmail.com,BEPC/FSLC,Fonctionnaire,200980,1,Michel,Hélène,,Baccalauréat,Cadre moyen,230416,5,431396,2,0,Partiel
