id_etudiant,matricule,email_etudiant,nom,prenom,genre,date_naissance,niveau_socio_economique,id_filiere,annee_entree,ville_origine,situation_matrimoniale,nb_enfants_a_charge,estime_de_soi,trait_personnalite,mention_baccalaureat,serie_terminale,decrochage_anterieur,frequence_etude_lecons,interet_lecture_ecriture
520,ETU0520,brunow0520@yahoo.fr,Wamba,Bruno,M,2004-07-26,Moyen,1,2020,Bertoua,En couple,0,Élevée,Anxieux,Très Bien,D,0,Parfois,Élevé
521,ETU0521,iatangana0521@gmail.com,Atangana,Ibrahim,M,2002-11-09,Faible,4,2022,Maroua,Célibataire,0,Faible,Consciencieux,Passable,C,0,Rarement,Élevé
522,ETU0522,christopher0522@yahoo.fr,Robert,Christophe,M,1998-08-01,Moyen,6,2023,Maroua,Célibataire,0,Moyenne,Consciencieux,Très Bien,C,0,Rarement,Moyen
523,ETU0523,honorinei0523@gmail.com,Issa,Honorine,F,2001-11-06,Faible,10,2020,Maroua,Célibataire,1,Faible,Extraverti,Bien,D,1,Régulièrement,Moyen
524,ETU0524,dsirm0524@gmail.com,Medjo,Désiré,M,2003-09-23,Faible,4,2022,Bafoussam,Célibataire,0,Moyenne,Anxieux,Passable,C,0,Parfois,Élevé
525,ETU0525,ugarcia0525@ymail.com,Garcia,Ulrich,M,2003-06-14,Élevé,6,2023,Bamenda,Célibataire,1,Élevée,Ambiverti,Passable,F,0,Parfois,Faible
526,ETU0526,yann.onana0526@orange.cm,Onana,Yann,M,1998-11-24,Faible,2,2020,Bertoua,Marié(e),1,Moyenne,Ambiverti,Assez Bien,D,0,Intensivement,Faible
527,ETU0527,sophiem0527@yahoo.fr,Manga,Sophie,F,2002-04-11,Faible,6,2021,Bertoua,Célibataire,0,Élevée,Extraverti,Assez Bien,F,0,Régulièrement,Faible
528,ETU0528,ctchio0528@outlook.com,Tchio,Christophe,M,2004-04-19,Élevé,3,2021,Bertoua,Célibataire,0,Élevée,Introverti,Assez Bien,G,0,Régulièrement,Moyen
529,ETU0529,louis.robert0529@outlook.com,Robert,Louis,M,1998-03-04,Moyen,9,2023,Bafoussam,Célibataire,0,Élevée,Extraverti,Passable,C,1,Régulièrement,Moyen
530,ETU0530,madeleine.moreau0530@orange.cm,Moreau,Madeleine,F,2001-12-10,Faible,6,2020,Bafoussam,Célibataire,1,Faible,Consciencieux,Très Bien,F,0,Intensivement,Moyen
531,ETU0531,jeana0531@gmail.com,Atangana,Jean,M,2003-11-21,Moyen,6,2023,Ngaoundéré,Marié(e),0,Moyenne,Consciencieux,Passable,C,0,Intensivement,Moyen
532,ETU0532,valriem0532@yahoo.fr,Martin,Valérie,F,2003-03-05,Faible,4,2023,Maroua,Célibataire,0,Élevée,Anxieux,Assez Bien,C,0,Rarement,Moyen
533,ETU0533,olivier.etoundi0533@gmail.com,Etoundi,Olivier,M,2002-03-04,Faible,9,2021,Bertoua,Célibataire,2,Élevée,Ambiverti,Bien,A,0,Parfois,Faible
534,ETU0534,dtoure0534@hotmail.fr,Toure,Didier,M,1999-12-23,Élevé,2,2023,Bamenda,Célibataire,1,Moyenne,Consciencieux,Très Bien,D,0,Intensivement,Élevé
535,ETU0535,gabriel.wamba0535@hotmail.fr,Wamba,Gabriel,M,2002-08-21,Moyen,2,2022,Yaoundé,Marié(e),0,Moyenne,Ambiverti,Bien,C,0,Intensivement,Élevé
536,ETU0536,ibrahim.dubois0536@yahoo.fr,Dubois,Ibrahim,M,2004-04-22,Faible,8,2021,Garoua,En couple,0,Moyenne,Introverti,Passable,G,0,Rarement,Élevé
537,ETU0537,carlosb0537@yahoo.fr,Bernard,Carlos,M,2002-10-13,Moyen,4,2022,Maroua,Célibataire,0,Élevée,Ambiverti,Bien,G,0,Intensivement,Moyen
538,ETU0538,ohaidara0538@gmail.com,Haidara,Olivier,M,2002-07-15,Moyen,7,2020,Yaoundé,En couple,0,Moyenne,Consciencieux,Assez Bien,A,0,Parfois,Élevé
539,ETU0539,smichel0539@outlook.com,Michel,Sophie,F,2001-07-02,Moyen,6,2022,Ngaoundéré,Célibataire,1,Moyenne,Extraverti,Assez Bien,F,0,Parfois,Élevé
540,ETU0540,laurentk0540@gmail.com,Kamga,Laurent,M,2001-11-04,Élevé,10,2022,Garoua,En couple,0,Faible,Consciencieux,Bien,A,0,Intensivement,Élevé
541,ETU0541,lmanga0541@hotmail.fr,Manga,Laure,F,2000-09-13,Élevé,4,2022,Bertoua,Marié(e),0,Moyenne,Extraverti,Bien,F,0,Parfois,Faible
542,ETU0542,kevin.toure0542@gmail.com,Toure,Kevin,M,2002-01-08,Moyen,4,2020,Ngaoundéré,Célibataire,0,Élevée,Consciencieux,Assez Bien,G,0,Parfois,Élevé
543,ETU0543,atchamba0543@hotmail.fr,Tchamba,Alain,M,2000-02-24,Moyen,7,2021,Ngaoundéré,Marié(e),0,Élevée,Extraverti,Bien,C,0,Parfois,Faible
544,ETU0544,obernard0544@gmail.com,Bernard,Olivier,M,2002-08-10,Élevé,9,2021,Bertoua,Célibataire,1,Élevée,Extraverti,Bien,D,0,Intensivement,Élevé
545,ETU0545,blaise.umba0545@yahoo.fr,Umba,Blaise,M,2003-03-26,Moyen,2,2020,Bertoua,En couple,0,Élevée,Introverti,Passable,A,0,Parfois,Moyen
546,ETU0546,cumba0546@hotmail.fr,Umba,Cécile,F,2003-03-02,Moyen,10,2023,Douala,Célibataire,1,Moyenne,Ambiverti,Bien,D,0,Régulièrement,Élevé
547,ETU0547,babomo0547@gmail.com,Abomo,Bertrand,M,1999-07-05,Moyen,3,2020,Yaoundé,Célibataire,1,Élevée,Extraverti,Très Bien,D,0,Rarement,Moyen
548,ETU0548,hortense.thomas0548@yahoo.fr,Thomas,Hortense,F,2002-12-22,Faible,6,2022,Bafoussam,Célibataire,0,Faible,Anxieux,Passable,D,0,Parfois,Moyen
549,ETU0549,henri.nyobe0549@gmail.com,Nyobe,Henri,M,2005-01-11,Moyen,3,2023,Garoua,Célibataire,0,Moyenne,Extraverti,Bien,D,0,Rarement,Faible
550,ETU0550,catangana0550@gmail.com,Atangana,Christelle,F,2001-05-10,Élevé,7,2022,Bafoussam,Célibataire,0,Élevée,Ambiverti,Assez Bien,C,0,Régulièrement,Moyen
551,ETU0551,wanda.bouchard0551@gmail.com,Bouchard,Wanda,F,2002-12-28,Moyen,8,2021,Bertoua,Célibataire,2,Élevée,Introverti,Bien,A,0,Rarement,Élevé
552,ETU0552,frichard0552@gmail.com,Richard,Flore,F,2003-05-17,Moyen,4,2023,Maroua,Célibataire,0,Élevée,Ambiverti,Bien,C,1,Parfois,Moyen
553,ETU0553,bertrand.moreau0553@outlook.com,Moreau,Bertrand,M,2005-08-23,Moyen,2,2023,Ngaoundéré,Célibataire,3,Faible,Anxieux,Assez Bien,D,0,Parfois,Moyen
554,ETU0554,ltchamba0554@yahoo.fr,Tchamba,Laura,F,1998-04-15,Moyen,4,2020,Maroua,Célibataire,0,Faible,Introverti,Passable,F,0,Parfois,Faible
555,ETU0555,christelled0555@gmail.com,Diallo,Christelle,F,1998-12-16,Élevé,8,2023,Bafoussam,Célibataire,1,Élevée,Anxieux,Bien,A,1,Intensivement,Élevé
556,ETU0556,andro0556@gmail.com,Onana,André,M,1999-01-15,Moyen,1,2022,Bamenda,Marié(e),2,Moyenne,Introverti,Bien,D,0,Intensivement,Élevé
557,ETU0557,clment.dupont0557@outlook.com,Dupont,Clément,M,2004-11-22,Faible,4,2021,Bamenda,En couple,2,Faible,Extraverti,Assez Bien,D,0,Jamais,Moyen
558,ETU0558,vincent.robert0558@outlook.com,Robert,Vincent,M,1999-10-15,Faible,2,2021,Maroua,Célibataire,1,Faible,Anxieux,Passable,C,1,Parfois,Moyen
559,ETU0559,hervd0559@gmail.com,Donfack,Hervé,M,2000-05-02,Moyen,5,2021,Bamenda,Célibataire,0,Moyenne,Ambiverti,Passable,G,0,Parfois,Moyen
560,ETU0560,emmanuellal0560@gmail.com,Lefebvre,Emmanuella,F,2005-11-22,Élevé,1,2023,Maroua,Célibataire,0,Moyenne,Consciencieux,Assez Bien,G,0,Intensivement,Moyen
561,ETU0561,gabrielf0561@yahoo.fr,Feudjio,Gabriel,M,2001-05-07,Moyen,1,2020,Yaoundé,Célibataire,1,Faible,Ambiverti,Assez Bien,C,0,Rarement,Moyen
562,ETU0562,arichard0562@gmail.com,Richard,André,M,2003-06-21,Élevé,3,2022,Bamenda,En couple,0,Élevée,Introverti,Assez Bien,D,0,Intensivement,Élevé
563,ETU0563,gbiyong0563@yahoo.fr,Biyong,Gisèle,F,2004-05-02,Élevé,4,2020,Bafoussam,Marié(e),2,Élevée,Introverti,Passable,D,0,Régulièrement,Élevé
564,ETU0564,clment.wamba0564@yahoo.fr,Wamba,Clément,M,1998-02-10,Moyen,3,2022,Bafoussam,En couple,0,Moyenne,Consciencieux,Passable,C,0,Régulièrement,Faible
565,ETU0565,alicer0565@ymail.com,Richard,Alice,F,2000-06-04,Moyen,7,2021,Maroua,Marié(e),0,Moyenne,Extraverti,Passable,F,0,Parfois,Moyen
566,ETU0566,rosalied0566@gmail.com,Dupont,Rosalie,F,1999-06-16,Moyen,10,2020,Bertoua,Célibataire,0,Faible,Introverti,Assez Bien,D,1,Parfois,Moyen
567,ETU0567,cnguema0567@gmail.com,Nguema,Carlos,M,2002-07-03,Moyen,3,2023,Douala,Célibataire,1,Moyenne,Ambiverti,Passable,F,0,Régulièrement,Faible
568,ETU0568,josphinem0568@gmail.com,Mvondo,Joséphine,F,1999-11-28,Moyen,1,2021,Douala,Célibataire,0,Moyenne,Consciencieux,Passable,D,0,Régulièrement,Moyen
569,ETU0569,izobel0569@outlook.com,Zobel,Irène,F,2005-12-11,Élevé,6,2020,Bertoua,Célibataire,0,Élevée,Consciencieux,Bien,C,0,Régulièrement,Élevé
570,ETU0570,dianer0570@gmail.com,Robert,Diane,F,2002-01-04,Élevé,8,2022,Bamenda,Célibataire,0,Élevée,Introverti,Assez Bien,C,0,Parfois,Élevé
571,ETU0571,christellec0571@gmail.com,Camara,Christelle,F,1999-06-24,Faible,7,2021,Bertoua,Célibataire,0,Faible,Consciencieux,Assez Bien,D,0,Régulièrement,Élevé
572,ETU0572,emmanuelv0572@yahoo.fr,Vidal,Emmanuel,M,2003-01-05,Moyen,2,2023,Ngaoundéré,Célibataire,0,Faible,Anxieux,Bien,D,1,Intensivement,Élevé
573,ETU0573,mbouchard0573@gmail.com,Bouchard,Marc,M,2002-05-20,Moyen,4,2020,Maroua,Célibataire,0,Moyenne,Introverti,Passable,D,0,Intensivement,Moyen
574,ETU0574,aliceb0574@gmail.com,Bernard,Alice,F,2001-01-26,Moyen,3,2022,Bertoua,Célibataire,1,Élevée,Ambiverti,Passable,C,0,Régulièrement,Moyen
575,ETU0575,cgarcia0575@gmail.com,Garcia,Christelle,F,2003-09-13,Moyen,9,2020,Douala,Célibataire,0,Moyenne,Introverti,Assez Bien,D,0,Parfois,Élevé
576,ETU0576,myanga0576@gmail.com,Yanga,Marguerite,F,1999-04-24,Élevé,6,2022,Maroua,Célibataire,1,Élevée,Consciencieux,Passable,D,0,Régulièrement,Élevé
577,ETU0577,patricia.martin0577@gmail.com,Martin,Patricia,F,2000-07-20,Élevé,2,2020,Ngaoundéré,Célibataire,0,Élevée,Consciencieux,Passable,C,0,Régulièrement,Élevé
578,ETU0578,vfeudjio0578@gmail.com,Feudjio,Valérie,F,2003-11-04,Moyen,6,2023,Bertoua,Célibataire,0,Moyenne,Extraverti,Bien,D,0,Parfois,Faible
579,ETU0579,dsir.gomis0579@gmail.com,Gomis,Désiré,M,2004-10-21,Moyen,7,2023,Bertoua,Marié(e),0,Moyenne,Introverti,Assez Bien,F,0,Rarement,Élevé
580,ETU0580,xavier.bello0580@gmail.com,Bello,Xavier,M,2004-09-17,Élevé,3,2023,Bertoua,Célibataire,0,Moyenne,Introverti,Très Bien,C,0,Intensivement,Élevé
581,ETU0581,louis.robert0581@yahoo.fr,Robert,Louis,M,1999-10-27,Moyen,3,2021,Douala,Célibataire,0,Faible,Extraverti,Bien,G,0,Jamais,Élevé
582,ETU0582,christopher0582@gmail.com,Richard,Christophe,M,1998-05-26,Moyen,1,2022,Bamenda,Célibataire,1,Moyenne,Consciencieux,Bien,A,0,Parfois,Élevé
583,ETU0583,florew0583@gmail.com,Wamba,Flore,F,2000-04-26,Moyen,5,2020,Maroua,Célibataire,1,Faible,Consciencieux,Assez Bien,C,0,Intensivement,Moyen
584,ETU0584,ijourdain0584@outlook.com,Jourdain,Ibrahim,M,2002-01-08,Élevé,10,2022,Maroua,En couple,0,Élevée,Introverti,Assez Bien,D,0,Parfois,Moyen
585,ETU0585,rnkeng0585@yahoo.fr,Nkeng,Reine,F,2001-01-28,Faible,5,2021,Bamenda,Divorcé(e),0,Moyenne,Ambiverti,Très Bien,D,0,Parfois,Élevé
586,ETU0586,amina.simon0586@outlook.com,Simon,Amina,F,2000-09-16,Faible,7,2020,Yaoundé,Célibataire,0,Faible,Ambiverti,Passable,C,0,Rarement,Élevé
587,ETU0587,hmanga0587@yahoo.fr,Manga,Hervé,M,2003-11-02,Moyen,2,2022,Bafoussam,Célibataire,0,Moyenne,Extraverti,Bien,G,0,Régulièrement,Faible
588,ETU0588,olivier.abomo0588@gmail.com,Abomo,Olivier,M,2005-03-02,Élevé,5,2022,Douala,Célibataire,1,Élevée,Ambiverti,Très Bien,A,0,Intensivement,Moyen
589,ETU0589,ulricht0589@gmail.com,Tchio,Ulrich,M,1999-04-16,Faible,2,2023,Bertoua,Célibataire,0,Moyenne,Ambiverti,Passable,A,0,Parfois,Élevé
590,ETU0590,quentind0590@yahoo.fr,Donfack,Quentin,M,2004-10-09,Moyen,3,2022,Bafoussam,Célibataire,0,Moyenne,Introverti,Passable,D,0,Régulièrement,Élevé
591,ETU0591,avidal0591@gmail.com,Vidal,Alice,F,2005-08-06,Faible,7,2022,Bertoua,Célibataire,0,Faible,Consciencieux,Bien,C,1,Régulièrement,Faible
592,ETU0592,dsir.umba0592@outlook.com,Umba,Désiré,M,2001-10-22,Faible,3,2021,Maroua,En couple,1,Élevée,Extraverti,Passable,F,0,Parfois,Moyen
593,ETU0593,ursulaz0593@gmail.com,Zobel,Ursula,F,2000-05-11,Moyen,6,2023,Yaoundé,En couple,3,Moyenne,Consciencieux,Bien,D,0,Parfois,Moyen
594,ETU0594,netoundi0594@outlook.com,Etoundi,Nicolas,M,2002-05-27,Moyen,6,2023,Bertoua,Célibataire,0,Moyenne,Consciencieux,Bien,D,0,Régulièrement,Moyen
595,ETU0595,clment.martin0595@gmail.com,Martin,Clément,M,2005-04-09,Élevé,10,2023,Ngaoundéré,En couple,0,Élevée,Consciencieux,Assez Bien,F,0,Régulièrement,Moyen
596,ETU0596,jeand0596@gmail.com,Dubois,Jean,M,2002-10-07,Moyen,8,2021,Bamenda,Célibataire,1,Élevée,Consciencieux,Assez Bien,C,1,Parfois,Élevé
597,ETU0597,esthert0597@gmail.com,Tchamba,Esther,F,2001-03-11,Moyen,8,2022,Yaoundé,Célibataire,1,Élevée,Consciencieux,Assez Bien,F,0,Parfois,Moyen
598,ETU0598,bbouchard0598@gmail.com,Bouchard,Béatrice,F,2004-01-17,Élevé,6,2023,Bertoua,En couple,1,Élevée,Introverti,Assez Bien,F,0,Intensivement,Élevé
599,ETU0599,emmanuelf0599@gmail.com,Feudjio,Emmanuel,M,2004-05-15,Moyen,3,2022,Ngaoundéré,Célibataire,0,Moyenne,Ambiverti,Bien,D,0,Parfois,Élevé
600,ETU0600,alaino0600@yahoo.fr,Okafor,Alain,M,2003-07-05,Faible,4,2022,Bafoussam,Célibataire,1,Moyenne,Introverti,Assez Bien,C,0,Régulièrement,Élevé
601,ETU0601,bruno.leroy0601@hotmail.fr,Leroy,Bruno,M,1998-03-18,Moyen,2,2022,Bertoua,En couple,0,Moyenne,Anxieux,Passable,F,0,Parfois,Élevé
602,ETU0602,ybello0602@yahoo.fr,Bello,Yann,M,2005-12-28,Moyen,7,2020,Garoua,Célibataire,0,Faible,Introverti,Assez Bien,A,0,Régulièrement,Moyen
603,ETU0603,ftchamba0603@outlook.com,Tchamba,Fabrice,M,2003-12-11,Moyen,4,2020,Maroua,Marié(e),0,Moyenne,Extraverti,Très Bien,A,0,Régulièrement,Moyen
604,ETU0604,bmedjo0604@gmail.com,Medjo,Bertrand,M,2002-04-23,Faible,7,2023,Yaoundé,Célibataire,0,Moyenne,Ambiverti,Passable,G,0,Régulièrement,Faible
605,ETU0605,nmbouck0605@hotmail.fr,Mbouck,Nathan,M,2001-12-22,Faible,10,2023,Bertoua,Marié(e),0,Faible,Introverti,Très Bien,D,0,Intensivement,Faible
606,ETU0606,tdupont0606@gmail.com,Dupont,Thomas,M,2003-05-20,Moyen,1,2022,Garoua,Célibataire,0,Faible,Introverti,Très Bien,A,0,Intensivement,Moyen
607,ETU0607,andre0607@gmail.com,Ebene,André,M,1999-08-15,Élevé,9,2023,Douala,Célibataire,2,Élevée,Consciencieux,Assez Bien,G,0,Jamais,Moyen
608,ETU0608,honorinet0608@outlook.com,Tchamba,Honorine,F,2001-03-08,Moyen,3,2021,Maroua,Célibataire,0,Faible,Anxieux,Très Bien,A,0,Parfois,Faible
609,ETU0609,ulrich.thomas0609@yahoo.fr,Thomas,Ulrich,M,2003-11-05,Moyen,1,2023,Garoua,Célibataire,0,Élevée,Anxieux,Assez Bien,G,0,Jamais,Moyen
610,ETU0610,esthern0610@outlook.com,Nguema,Esther,F,2005-10-09,Moyen,2,2022,Bamenda,Célibataire,0,Élevée,Consciencieux,Très Bien,C,0,Parfois,Moyen
611,ETU0611,ltchio0611@gmail.com,Tchio,Élise,F,2003-07-21,Faible,9,2021,Bafoussam,Célibataire,2,Élevée,Anxieux,Bien,A,0,Rarement,Moyen
612,ETU0612,irne.manga0612@yahoo.fr,Manga,Irène,F,2000-11-08,Moyen,4,2022,Bafoussam,Divorcé(e),0,Moyenne,Introverti,Passable,D,0,Régulièrement,Élevé
613,ETU0613,florentj0613@gmail.com,Jourdain,Florent,M,2004-04-09,Faible,7,2022,Douala,Célibataire,0,Élevée,Extraverti,Assez Bien,A,0,Régulièrement,Faible
614,ETU0614,andri0614@outlook.com,Issa,André,M,2000-08-27,Faible,4,2023,Bafoussam,Célibataire,0,Moyenne,Consciencieux,Passable,C,0,Parfois,Élevé
615,ETU0615,christophej0615@yahoo.fr,Jourdain,Christophe,M,2002-06-01,Moyen,9,2022,Bamenda,Célibataire,2,Moyenne,Consciencieux,Assez Bien,G,0,Parfois,Moyen
616,ETU0616,carolem0616@hotmail.fr,Martin,Carole,F,2002-02-21,Moyen,10,2021,Bertoua,Marié(e),1,Élevée,Introverti,Passable,D,0,Parfois,Élevé
617,ETU0617,cdiallo0617@yahoo.fr,Diallo,Cécile,F,1999-05-27,Moyen,5,2022,Maroua,Célibataire,0,Moyenne,Ambiverti,Très Bien,A,0,Régulièrement,Élevé
618,ETU0618,florents0618@yahoo.fr,Simon,Florent,M,2004-10-17,Élevé,7,2020,Ngaoundéré,Célibataire,1,Élevée,Ambiverti,Passable,A,0,Régulièrement,Moyen
619,ETU0619,williame0619@hotmail.fr,Essama,William,M,2005-08-19,Élevé,1,2023,Yaoundé,Célibataire,0,Élevée,Extraverti,Très Bien,C,0,Régulièrement,Élevé
620,ETU0620,reiney0620@yahoo.fr,Yanga,Reine,F,2003-06-08,Faible,1,2022,Bertoua,Célibataire,0,Faible,Consciencieux,Passable,G,0,Régulièrement,Faible
621,ETU0621,vyanga0621@gmail.com,Yanga,Vincent,M,2001-06-27,Moyen,2,2023,Bafoussam,Célibataire,0,Moyenne,Introverti,Passable,G,0,Régulièrement,Moyen
622,ETU0622,batriceh0622@outlook.com,Haidara,Béatrice,F,2001-10-10,Élevé,9,2022,Bamenda,Célibataire,1,Moyenne,Introverti,Passable,A,0,Régulièrement,Élevé
623,ETU0623,blandine.issa0623@gmail.com,Issa,Blandine,F,2004-02-28,Élevé,5,2020,Garoua,En couple,3,Élevée,Introverti,Assez Bien,D,0,Rarement,Élevé
624,ETU0624,embouck0624@hotmail.fr,Mbouck,Emmanuella,F,2001-03-01,Faible,1,2023,Maroua,Célibataire,2,Moyenne,Extraverti,Passable,C,0,Intensivement,Moyen
625,ETU0625,reine.thomas0625@orange.cm,Thomas,Reine,F,2003-06-08,Moyen,6,2020,Bamenda,Marié(e),3,Moyenne,Consciencieux,Bien,G,0,Régulièrement,Faible
626,ETU0626,nathano0626@yahoo.fr,Okafor,Nathan,M,2003-12-23,Moyen,9,2021,Bamenda,Célibataire,0,Élevée,Consciencieux,Assez Bien,D,1,Parfois,Élevé
627,ETU0627,vivianej0627@ymail.com,Jourdain,Viviane,F,1999-11-12,Faible,5,2022,Maroua,Célibataire,0,Faible,Consciencieux,Assez Bien,G,1,Parfois,Moyen
628,ETU0628,ocaneb0628@hotmail.fr,Bouchard,Océane,F,2004-03-25,Moyen,10,2022,Bafoussam,Célibataire,0,Faible,Introverti,Assez Bien,G,1,Régulièrement,Faible
629,ETU0629,brunoe0629@yahoo.fr,Essama,Bruno,M,2005-12-04,Moyen,2,2023,Bertoua,Célibataire,1,Moyenne,Anxieux,Bien,A,0,Parfois,Faible
630,ETU0630,louis.rodrigues0630@yahoo.fr,Rodrigues,Louis,M,2004-04-08,Moyen,2,2022,Yaoundé,Célibataire,2,Moyenne,Ambiverti,Assez Bien,F,1,Jamais,Moyen
631,ETU0631,aminau0631@gmail.com,Umba,Amina,F,1998-10-19,Moyen,2,2021,Bafoussam,Célibataire,0,Moyenne,Extraverti,Très Bien,A,0,Régulièrement,Faible
632,ETU0632,christopheb0632@gmail.com,Bello,Christophe,M,1998-09-26,Élevé,5,2022,Ngaoundéré,Marié(e),2,Moyenne,Anxieux,Très Bien,D,0,Régulièrement,Élevé
633,ETU0633,hetoundi0633@gmail.com,Etoundi,Hortense,F,1999-06-08,Moyen,4,2023,Douala,En couple,0,Faible,Consciencieux,Très Bien,D,0,Rarement,Élevé
634,ETU0634,jolle.bouchard0634@yahoo.fr,Bouchard,Joëlle,F,2004-09-21,Faible,6,2021,Bertoua,Célibataire,0,Faible,Extraverti,Assez Bien,C,0,Parfois,Moyen
635,ETU0635,josphinea0635@hotmail.fr,Abomo,Joséphine,F,1998-09-27,Faible,2,2022,Yaoundé,Célibataire,0,Élevée,Anxieux,Assez Bien,D,0,Parfois,Faible
636,ETU0636,irne.lefebvre0636@gmail.com,Lefebvre,Irène,F,2000-09-12,Moyen,1,2021,Douala,Célibataire,2,Élevée,Introverti,Passable,C,0,Régulièrement,Moyen
637,ETU0637,alice.penda0637@gmail.com,Penda,Alice,F,2003-03-13,Élevé,6,2023,Maroua,Marié(e),0,Élevée,Anxieux,Passable,F,0,Régulièrement,Élevé
638,ETU0638,madeleine.atangana0638@gmail.com,Atangana,Madeleine,F,2004-07-13,Faible,4,2023,Bertoua,Célibataire,0,Moyenne,Anxieux,Bien,D,0,Parfois,Faible
639,ETU0639,lleroy0639@yahoo.fr,Leroy,Louis,M,2003-03-24,Faible,7,2022,Yaoundé,Célibataire,1,Élevée,Introverti,Bien,C,0,Rarement,Faible
640,ETU0640,gisle.gomis0640@outlook.com,Gomis,Gisèle,F,1999-04-02,Élevé,3,2020,Garoua,Marié(e),1,Moyenne,Introverti,Assez Bien,A,0,Régulièrement,Faible
641,ETU0641,carole.bouchard0641@gmail.com,Bouchard,Carole,F,1998-03-11,Élevé,5,2021,Yaoundé,Célibataire,0,Élevée,Consciencieux,Assez Bien,F,0,Rarement,Moyen
642,ETU0642,lonana0642@yahoo.fr,Onana,Élise,F,2001-10-17,Faible,3,2021,Douala,Marié(e),0,Faible,Introverti,Assez Bien,D,0,Régulièrement,Faible
643,ETU0643,alainm0643@hotmail.fr,Martin,Alain,M,1998-10-02,Élevé,10,2020,Garoua,Célibataire,0,Faible,Extraverti,Passable,G,0,Régulièrement,Élevé
644,ETU0644,arodrigues0644@yahoo.fr,Rodrigues,Adèle,F,2003-11-15,Moyen,3,2023,Maroua,Célibataire,1,Moyenne,Extraverti,Bien,F,0,Parfois,Moyen
645,ETU0645,crobert0645@hotmail.fr,Robert,Carlos,M,2004-12-18,Élevé,7,2021,Bafoussam,Célibataire,0,Moyenne,Consciencieux,Très Bien,D,0,Régulièrement,Élevé
646,ETU0646,patrickn0646@ymail.com,Nguema,Patrick,M,2001-10-07,Élevé,10,2022,Ngaoundéré,Célibataire,0,Élevée,Anxieux,Assez Bien,C,0,Intensivement,Élevé
647,ETU0647,mnguema0647@gmail.com,Nguema,Marc,M,2003-09-06,Moyen,9,2023,Garoua,En couple,0,Faible,Ambiverti,Assez Bien,C,0,Parfois,Élevé
648,ETU0648,andrv0648@yahoo.fr,Vidal,André,M,2005-04-28,Moyen,8,2022,Douala,Marié(e),1,Moyenne,Extraverti,Passable,A,1,Régulièrement,Faible
649,ETU0649,ymanga0649@yahoo.fr,Manga,Yvonne,F,2000-04-10,Élevé,6,2022,Ngaoundéré,Célibataire,0,Élevée,Ambiverti,Passable,A,0,Intensivement,Élevé
650,ETU0650,jacques.moreau0650@outlook.com,Moreau,Jacques,M,2005-12-09,Moyen,4,2020,Bamenda,En couple,0,Élevée,Anxieux,Passable,G,0,Rarement,Moyen
651,ETU0651,pauline.bouchard0651@hotmail.fr,Bouchard,Pauline,F,2000-08-01,Élevé,10,2022,Bamenda,Divorcé(e),1,Élevée,Consciencieux,Passable,C,0,Parfois,Moyen
652,ETU0652,vivianet0652@yahoo.fr,Tchio,Viviane,F,1999-06-20,Élevé,8,2020,Yaoundé,Marié(e),0,Élevée,Anxieux,Bien,C,0,Parfois,Élevé
653,ETU0653,tumba0653@outlook.com,Umba,Étienne,M,2002-08-14,Moyen,5,2023,Yaoundé,Célibataire,2,Moyenne,Extraverti,Très Bien,D,0,Rarement,Faible
654,ETU0654,madeleine.martin0654@outlook.com,Martin,Madeleine,F,2003-06-26,Moyen,7,2023,Bamenda,Marié(e),0,Élevée,Consciencieux,Assez Bien,D,0,Régulièrement,Élevé
655,ETU0655,bruno.mbouck0655@gmail.com,Mbouck,Bruno,M,2000-02-08,Faible,6,2020,Bertoua,Célibataire,0,Élevée,Ambiverti,Passable,A,0,Régulièrement,Élevé
656,ETU0656,flore.gomis0656@gmail.com,Gomis,Flore,F,1999-01-23,Faible,2,2021,Bertoua,Célibataire,0,Faible,Introverti,Passable,A,1,Régulièrement,Faible
657,ETU0657,etoure0657@orange.cm,Toure,Eric,M,1998-08-06,Moyen,2,2021,Bafoussam,Célibataire,0,Faible,Anxieux,Très Bien,D,0,Régulièrement,Faible
658,ETU0658,conana0658@yahoo.fr,Onana,Christelle,F,2002-10-14,Moyen,5,2021,Yaoundé,Célibataire,0,Élevée,Extraverti,Bien,F,0,Régulièrement,Élevé
659,ETU0659,fatimab0659@outlook.com,Biyong,Fatima,F,2005-01-24,Moyen,6,2022,Bamenda,Célibataire,0,Moyenne,Consciencieux,Passable,G,0,Rarement,Élevé
660,ETU0660,odubois0660@gmail.com,Dubois,Olivier,M,2000-01-23,Moyen,8,2023,Bafoussam,Célibataire,0,Moyenne,Extraverti,Assez Bien,A,0,Intensivement,Moyen
661,ETU0661,zatangana0661@gmail.com,Atangana,Zahra,F,2004-11-06,Faible,3,2021,Bertoua,En couple,0,Moyenne,Introverti,Passable,D,0,Rarement,Élevé
662,ETU0662,daniellem0662@orange.cm,Medjo,Danielle,F,2000-08-22,Faible,2,2020,Maroua,Célibataire,0,Moyenne,Introverti,Passable,F,0,Rarement,Moyen
663,ETU0663,ahaidara0663@gmail.com,Haidara,Adèle,F,2000-09-10,Moyen,6,2021,Bertoua,Marié(e),0,Faible,Anxieux,Assez Bien,C,0,Parfois,Moyen
